146
6/1/2012 16:00:00	31.05
6/4/2012 16:00:00	31
6/5/2012 16:00:00	30.82
6/6/2012 16:00:00	31.43
6/7/2012 16:00:00	31.62
6/8/2012 16:00:00	31.37
6/11/2012 16:00:00	31.54
6/12/2012 16:00:00	Missing_1
6/13/2012 16:00:00	32.03
6/14/2012 16:00:00	Missing_2
6/15/2012 16:00:00	32.29
6/18/2012 16:00:00	Missing_3
6/19/2012 16:00:00	32.52
6/20/2012 16:00:00	Missing_4
6/21/2012 16:00:00	32.46
6/22/2012 16:00:00	32.32
6/25/2012 16:00:00	31.87
6/26/2012 16:00:00	32.12
6/27/2012 16:00:00	32.37
6/28/2012 16:00:00	32.28
6/29/2012 16:00:00	33.59
7/2/2012 16:00:00	33.58
7/3/2012 13:00:00	34.13
7/5/2012 16:00:00	33.5
7/6/2012 16:00:00	33.335
7/9/2012 16:00:00	33.25
7/10/2012 16:00:00	33.1589
7/11/2012 16:00:00	32.86
7/12/2012 16:00:00	32.34
7/13/2012 16:00:00	32.8
7/16/2012 16:00:00	32.92
7/17/2012 16:00:00	32.98
7/18/2012 16:00:00	33.2
7/19/2012 16:00:00	Missing_5
7/20/2012 16:00:00	33.2
7/23/2012 16:00:00	32.5
7/24/2012 16:00:00	32.54
7/25/2012 16:00:00	32.39
7/26/2012 16:00:00	34.61
7/27/2012 16:00:00	34.66
7/30/2012 16:00:00	34.64
7/31/2012 16:00:00	34.92
8/1/2012 16:00:00	35.33
8/2/2012 16:00:00	34.86
8/3/2012 16:00:00	35.56
8/6/2012 16:00:00	35.5
8/7/2012 16:00:00	Missing_6
8/8/2012 16:00:00	34.79
8/9/2012 16:00:00	34.85
8/10/2012 16:00:00	34.65
8/13/2012 16:00:00	Missing_7
8/14/2012 16:00:00	Missing_8
8/15/2012 16:00:00	34.62
8/16/2012 16:00:00	34.61
8/17/2012 16:00:00	34.515
8/20/2012 16:00:00	34.54
8/21/2012 16:00:00	34.99
8/22/2012 16:00:00	34.5
8/23/2012 16:00:00	34.58
8/24/2012 16:00:00	Missing_9
8/27/2012 16:00:00	34.965
8/28/2012 16:00:00	34.91
8/29/2012 16:00:00	34.87
8/30/2012 16:00:00	34.96
8/31/2012 16:00:00	35.15
9/4/2012 16:00:00	35.03
9/5/2012 16:00:00	35.18
9/6/2012 16:00:00	35.74
9/7/2012 16:00:00	35.7
9/10/2012 16:00:00	35.07
9/11/2012 16:00:00	35.53
9/12/2012 16:00:00	35.44
9/13/2012 16:00:00	35.61
9/14/2012 16:00:00	35.89
9/17/2012 16:00:00	36.17
9/18/2012 16:00:00	36.28
9/19/2012 16:00:00	36.49
9/20/2012 16:00:00	36.345
9/21/2012 16:00:00	36.48
9/24/2012 16:00:00	36.25
9/25/2012 16:00:00	36.41
9/26/2012 16:00:00	35.93
9/27/2012 16:00:00	36.14
9/28/2012 16:00:00	35.99
10/1/2012 16:00:00	35.89
10/2/2012 16:00:00	35.91
10/3/2012 16:00:00	Missing_10
10/4/2012 16:00:00	36.22
10/5/2012 16:00:00	36.68
10/8/2012 16:00:00	36.46
10/9/2012 16:00:00	Missing_11
10/10/2012 16:00:00	35.99
10/11/2012 16:00:00	36.13
10/12/2012 16:00:00	Missing_12
10/15/2012 16:00:00	36.74
10/16/2012 16:00:00	37.23
10/17/2012 16:00:00	37.43
10/18/2012 16:00:00	Missing_13
10/19/2012 16:00:00	37.15
10/22/2012 16:00:00	36.91
10/23/2012 16:00:00	Missing_14
10/24/2012 16:00:00	Missing_15
10/25/2012 16:00:00	37.2
10/26/2012 16:00:00	36.79
10/31/2012 16:00:00	36.99
11/1/2012 16:00:00	36.97
11/2/2012 16:00:00	36.8
11/5/2012 16:00:00	36.55
11/6/2012 16:00:00	36.94
11/7/2012 16:00:00	Missing_16
11/8/2012 16:00:00	36.34
11/9/2012 16:00:00	36.142
11/12/2012 16:00:00	36.18
11/13/2012 16:00:00	36.48
11/14/2012 16:00:00	36.35
11/15/2012 16:00:00	36.07
11/16/2012 16:00:00	35.7
11/19/2012 16:00:00	36.25
11/20/2012 16:00:00	36.58
11/21/2012 16:00:00	36.43
11/23/2012 13:00:00	37.23
11/26/2012 16:00:00	Missing_17
11/27/2012 16:00:00	37.55
11/28/2012 16:00:00	37.77
11/29/2012 16:00:00	38.1
11/30/2012 16:00:00	Missing_18
12/3/2012 16:00:00	38.36
12/4/2012 16:00:00	38.32
12/5/2012 16:00:00	38.35
12/6/2012 16:00:00	38.09
12/7/2012 16:00:00	38.17
12/10/2012 16:00:00	38.195
12/11/2012 16:00:00	38.3525
12/12/2012 16:00:00	38.575
12/13/2012 16:00:00	38.51
12/14/2012 16:00:00	38.65
12/17/2012 16:00:00	38.52
12/18/2012 16:00:00	38.7
12/19/2012 16:00:00	Missing_19
12/20/2012 16:00:00	38.91
12/21/2012 16:00:00	38.565
12/24/2012 13:00:00	Missing_20
12/26/2012 16:00:00	38.42
12/27/2012 16:00:00	38.52
12/28/2012 16:00:00	38.1
12/31/2012 16:00:00	38.35
